795414558626160644 2016-11-06 18:56:23 -0400 <HillaryClinton> "My son was Captain Humayun Khan ... and he was a Muslim American. I want to ask Mr. Trump: Would my son have a place in your America?” https://t.co/L6axuHYv1n
795408365643911168 2016-11-06 18:31:46 -0400 <HillaryClinton> This is what it's about: All the good we can, for all the people we can, for as long as we can. https://t.co/3TKJ4HnJC7 https://t.co/3dldRbEFg7
795383790956847104 2016-11-06 16:54:07 -0400 <HillaryClinton> "I want every public college and university to be tuition-free for every family making less than $125,000 a year.” —Hillary in Cleveland
795382199021408258 2016-11-06 16:47:48 -0400 <HillaryClinton> "I want an America where everyone has a place, where everyone is included.” —Hillary in Ohio https://t.co/SnflwVAzkr
795381583113027584 2016-11-06 16:45:21 -0400 <HillaryClinton> "America is great because America is good, and if we…lift each other up, instead of tearing each other down, we can be even greater."
795381101665648642 2016-11-06 16:43:26 -0400 <HillaryClinton> "I love our country, and I believe in our people, and I will never, ever quit on you. No matter what.” —Hillary in Ohio
795380423509602305 2016-11-06 16:40:45 -0400 <HillaryClinton> “Our next president, Ms. Hillary Clinton!” —@KingJames https://t.co/KPu8RdGuxq https://t.co/1TOlgQLXaD
795379196407246848 2016-11-06 16:35:52 -0400 <HillaryClinton> "We have to get out and make sure we vote.” —@KingJames in Ohio with HIllary https://t.co/3TKJ4H68Kz
795378663781003264 2016-11-06 16:33:45 -0400 <HillaryClinton> Hillary and @KingJames are live in Cleveland with two days to go. Watch here: https://t.co/KPu8RdGuxq
795376246255452164 2016-11-06 16:24:09 -0400 <HillaryClinton> "You want to give me a good send-off? Go vote!" —@POTUS https://t.co/3TKJ4H68Kz https://t.co/rqxDSQF4pG
795368930332315648 2016-11-06 15:55:04 -0400 <HillaryClinton> Loved this moment from last night. Thanks to @KatyPerry, @JenCarlosMusic, and everyone out on the trail helping to get out the vote. -H https://t.co/TohJ2UPUq1
795356555327787012 2016-11-06 15:05:54 -0400 <HillaryClinton> "We don't want to go back. We want to go forward." —@RepJohnLewis https://t.co/3TKJ4H68Kz https://t.co/ZmWyB40o1M
795325398850609160 2016-11-06 13:02:06 -0400 <HillaryClinton> The photos that tell the story of Hillary’s career and what she stands for. https://t.co/N0jBiu0fz1
795309964290097152 2016-11-06 12:00:46 -0400 <HillaryClinton> 10 minutes of Donald Trump demeaning, objectifying, and insulting women. https://t.co/3TKJ4H68Kz https://t.co/bgQKjNJqwR
795304578984067073 2016-11-06 11:39:22 -0400 <HillaryClinton> We are better than bigotry, fear, and hate.  Share this if you agree. https://t.co/3TKJ4H68Kz https://t.co/P3XekjLyza
795280563028361216 2016-11-06 10:03:56 -0400 <HillaryClinton> "She is a fighter for what is right, what is fair, and what is just." —@RepJohnLewis: https://t.co/jfd3CXu1CS https://t.co/MRqG1FtTIL
795263955082084352 2016-11-06 08:57:56 -0400 <HillaryClinton> Isn't it time to have a mom in the Oval Office? https://t.co/jfd3CXLD1s https://t.co/btBI9jL3wF
795249055521787904 2016-11-06 07:58:44 -0400 <HillaryClinton> “The reason a lot of [Ku Klux] Klan members like Donald Trump is because a lot of what he believes, we believe in.” https://t.co/WcsNiEHBUI
795098968061526016 2016-11-05 23:02:20 -0400 <HillaryClinton> We face a serious choice on Tuesday: Will we act to protect the planet for our kids and grandkids, or do nothing? https://t.co/3TKJ4H68Kz https://t.co/p75ZBNnzCx
795094118158495744 2016-11-05 22:43:04 -0400 <HillaryClinton> Today in 1872, Susan B. Anthony voted—and was then arrested. Almost 50 years later, the 19th Amendment was ratified. https://t.co/3TKJ4H68Kz https://t.co/RdU6TpqceL
795084170913521664 2016-11-05 22:03:32 -0400 <HillaryClinton> "Nobody respects women more than me." —Donald Trump  Other things he's said about women: https://t.co/fM9h1WYHkK
